~~ pass : , 044*4591B#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#71B*A61935.wav" decoded to "#71B*A611935" instead of "#71B*A61935"
~~ pass : , A50214B4CC51
~~ pass : , 3042629
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/44932CC.wav" decoded to "4432CC" instead of "44932CC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B44*1BBB.wav" decoded to "B44*1BB" instead of "B44*1BBB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/9AA9##0042*B0A#.wav" decoded to "9AA##0042*B0A#" instead of "9AA9##0042*B0A#"
~~ pass : , 7733A2C9C3A6
~~ pass : , 132*9BA0C84
~~ pass : , B#B718B0052
~~ pass : , 9B26391
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/0782#C20475C*0BC3.wav" decoded to "0782#C200475C*0C3" instead of "0782#C20475C*0BC3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/C616561B.wav" decoded to "C6165611B" instead of "C616561B"
~~ pass : , 3AC#9#2C36453808*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#*35B6#B12A0.wav" decoded to "*5*A0" instead of "#*35B6#B12A0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/524BBC81A*48627.wav" decoded to "524C1A**48627" instead of "524BBC81A*48627"
~~ pass : , 0620410C592
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*066223*0.wav" decoded to "*0066223*0" instead of "*066223*0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/111C4A8#.wav" decoded to "1111C4A8#" instead of "111C4A8#"
~~ pass : , 8A699992A*91315
~~ pass : , 826*221B379565806
~~ pass : , 4###717889B*6*C3
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/C4**3AC11B*AA159#5*.wav" decoded to "C4**3AC11B*AAA159#5*" instead of "C4**3AC11B*AA159#5*"
~~ pass : , 2C6#B*0530
~~ pass : , 29531784
~~ pass : , 004B332A83347
~~ pass : , 2842968626B6528590*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/C9#85*7C3717.wav" decoded to "C9#5*7C3717" instead of "C9#85*7C3717"
~~ pass : , 66*7C3#46*A73193#77
~~ pass : , 48*AC54A
~~ pass : , 7AA9#57
~~ pass : , 5B988AB84
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/050220BC98.wav" decoded to "0050220BC98" instead of "050220BC98"
~~ pass : , 90CB0
~~ pass : , 6#443A
~~ pass : , 45304*#B807817#
~~ pass : , 7675139*C17
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#*5389626B#919.wav" decoded to "#*538926B#919" instead of "#*5389626B#919"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/780A6CC421.wav" decoded to "780ACC21" instead of "780A6CC421"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/46685184CC88.wav" decoded to "4668518CC88" instead of "46685184CC88"
~~ pass : , C#*97B#8*399#CC
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/21A4724*9173.wav" decoded to "21A4724*911733" instead of "21A4724*9173"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/06A3*33412B7B2#016.wav" decoded to "06A3*334127B2#011" instead of "06A3*33412B7B2#016"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/14C810#1AB1#BB1.wav" decoded to "14C8110#1AB1##BB1" instead of "14C810#1AB1#BB1"
~~ pass : , 7#86#
~~ pass : , 26A1A1#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/7*39#020.wav" decoded to "7**39#020" instead of "7*39#020"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*5BB28A*C727.wav" decoded to "*5BB28A*C27" instead of "*5BB28A*C727"
~~ pass : , 9*957
~~ pass : , 24#17C953*#0C
~~ pass : , 2987B*1
~~ pass : , 84489
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B76C04201**CAA2C#.wav" decoded to "B7604201**CAA2C#" instead of "B76C04201**CAA2C#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/579A5B*#.wav" decoded to "579A5B**#" instead of "579A5B*#"
~~ pass : , 86B28B91A#A3
~~ pass : , A3*66*89#B8*0
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/13B1250.wav" decoded to "13B12500" instead of "13B1250"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/13675*9A91BC*CC23.wav" decoded to "1675*9A91BC*CC23" instead of "13675*9A91BC*CC23"
~~ pass : , *4#4969C359C278
~~ pass : , 9880A#844554
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/A0*78*7AB3*2A9.wav" decoded to "A0*78*7AB3*22A9" instead of "A0*78*7AB3*2A9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/9*7#22A7#4C003A541.wav" decoded to "9*7#22A7##4C003A541" instead of "9*7#22A7#4C003A541"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/94A#466566BB168#6C#.wav" decoded to "94A##66566BB18#6C#" instead of "94A#466566BB168#6C#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/7B743#B783#.wav" decoded to "7B743#B83#" instead of "7B743#B783#"
~~ pass : , #033*49#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*394975805.wav" decoded to "*39497805" instead of "*394975805"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/4*2C725344.wav" decoded to "4*22C725344" instead of "4*2C725344"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/3#*B68A*8#B.wav" decoded to "3#*B8A**#B" instead of "3#*B68A*8#B"
~~ pass : , 44053A*C*3AA62016#
~~ pass : , A0*2B0C367B920*C70
~~ pass : , 6A6C902*348*6C4CBA
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/##8A3472C8C7800.wav" decoded to "##8A3472CC7800" instead of "##8A3472C8C7800"
~~ pass : , 32450
~~ pass : , 15*3#3B02#1A2488B0
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/86*49#B51C964#4.wav" decoded to "86**49#B51C964#4" instead of "86*49#B51C964#4"
~~ pass : , 4B4B2
~~ pass : , 03AC*C88#8
~~ pass : , 8C2A1C8*75A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/37B951*33CA42.wav" decoded to "37B951*33CAA42" instead of "37B951*33CA42"
~~ pass : , 5#7A*4CBCB697A1
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/9CB3C503*0.wav" decoded to "9CB3C5030" instead of "9CB3C503*0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/7A508095AA282A.wav" decoded to "7A5080095AA282AA" instead of "7A508095AA282A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/BA#62265477**A#.wav" decoded to "BA#6226477***#" instead of "BA#62265477**A#"
~~ pass : , C47B59
~~ pass : , 64A1A9C03
~~ pass : , 091C02C4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/99*0B3C0A251.wav" decoded to "99*0B3C0A21" instead of "99*0B3C0A251"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*0#068B58.wav" decoded to "*0#068B8" instead of "*0#068B58"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/81*0CC64*690*C0*.wav" decoded to "81*0CC64**90*C00*" instead of "81*0CC64*690*C0*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/5*0A3#C6B158.wav" decoded to "*00A3#6B158" instead of "5*0A3#C6B158"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/33682##C82.wav" decoded to "3382##C82" instead of "33682##C82"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/35B##*#0447B7.wav" decoded to "35B##**#0447B7" instead of "35B##*#0447B7"
~~ pass : , 6C9A*150
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/515312B717*A080.wav" decoded to "515312B7117*A080" instead of "515312B717*A080"
~~ pass : , 63*65B5#20
~~ pass : , 7#*B118A937
~~ pass : , CC8*#85B3C5
~~ pass : , 553#*
~~ pass : , 7B11090
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/4C076C75*2684826B.wav" decoded to "4C076C75*2684826" instead of "4C076C75*2684826B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/79*0154.wav" decoded to "79*015" instead of "79*0154"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/31*94*C72527**CC#9#.wav" decoded to "311*94*C7527**CC#9#" instead of "31*94*C72527**CC#9#"
~~ pass : , C65#8
~~ pass : , BA611*1C166562
~~ pass : , C09*5A60
~~ pass : , 247*917*95
~~ pass : , B5645436
~~ pass : , 2682B#A60A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/A###B**322#183*A*A3.wav" decoded to "A###B**3222#183**A3" instead of "A###B**322#183*A*A3"
~~ pass : , C419467888777C5946
~~ pass : , 5C5B0CA#A7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/9*73020*232*##*9C1.wav" decoded to "9*73020**232*##*9C1" instead of "9*73020*232*##*9C1"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/A05*48B22#.wav" decoded to "A05**48B22#" instead of "A05*48B22#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B95B5799725A#1.wav" decoded to "B95B579972A#1" instead of "B95B5799725A#1"
~~ pass : , 2#030*B
~~ pass : , 7C0081968B3
~~ pass : , 12#B20#172141C*41*9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#B436897B916.wav" decoded to "#B436897B91" instead of "#B436897B916"
~~ pass : , 7*3889
~~ pass : , *304A##56
~~ pass : , 23*A*7AB83
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/2AA86*#.wav" decoded to "2AAA8*#" instead of "2AA86*#"
~~ pass : , 92273617
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/0999CAB3CB31.wav" decoded to "099CAB3CB31" instead of "0999CAB3CB31"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/BA89761647*B21B.wav" decoded to "BA89761647**B21B" instead of "BA89761647*B21B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/966923C##076.wav" decoded to "96623C##06" instead of "966923C##076"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/508C#00525A5898.wav" decoded to "508C#000525A5898" instead of "508C#00525A5898"
~~ pass : , 5A1#488A9C1
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/31*#5*CBC4CA76B.wav" decoded to "31*#5*CC4CA76B" instead of "31*#5*CBC4CA76B"
~~ pass : , 195#3#A
~~ pass : , 3B7491#
~~ pass : , 5127C283*5C4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/37#80B5A78A11BB.wav" decoded to "37#8B5A78A11BB" instead of "37#80B5A78A11BB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/882031B31.wav" decoded to "82031B31" instead of "882031B31"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B8CB50*3.wav" decoded to "B8CB0*3" instead of "B8CB50*3"
~~ pass : , 4465A#A9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/##7985.wav" decoded to "###7985" instead of "##7985"
~~ pass : , 674AC6CC1BC6
~~ pass : , C8233356A2508#7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/3A1B03#047C.wav" decoded to "3A1B03#04C" instead of "3A1B03#047C"
~~ pass : , 649783797C5B*7B2#83
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*#262*73413751.wav" decoded to "*#262**73413751" instead of "*#262*73413751"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/24B816*3#BB5194.wav" decoded to "24B8116*3#BB51194" instead of "24B816*3#BB5194"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/729B2C*17B643.wav" decoded to "729B2C*17643" instead of "729B2C*17B643"
~~ pass : , #C319C2*7B#B*01
~~ pass : , 837B#278#C
~~ pass : , 156B40#B
~~ pass : , 40795B22*
~~ pass : , 5#5A17#*B1
~~ pass : , #106A0C32
~~ pass : , BB0#B4A4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/057037B0A3B5.wav" decoded to "005707B0A3B5" instead of "057037B0A3B5"
~~ pass : , 98C337A730
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#868#*.wav" decoded to "#86#*" instead of "#868#*"
~~ pass : , 3A428543AA31
~~ pass : , 2931C5#696087
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/533B1*4A95496A3519C.wav" decoded to "533B1*4A9596A3519C" instead of "533B1*4A95496A3519C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/A1##628*8B8.wav" decoded to "AA1##628*8B8" instead of "A1##628*8B8"
~~ pass : , 15C2#1666A9A16A
~~ pass : , A*2C4*0#303728B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/0750B6B5B8.wav" decoded to "0706B5B8" instead of "0750B6B5B8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/6#72149015074173#.wav" decoded to "6##7214901074173#" instead of "6#72149015074173#"
~~ pass : , 39545059#A8C7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/25602#13A99995.wav" decoded to "25602##13A99995" instead of "25602#13A99995"
~~ pass : , 317A*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/609#B5197A5368*33*.wav" decoded to "609#B5197A536**33*" instead of "609#B5197A5368*33*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/8C*2#44992.wav" decoded to "8C*2#49922" instead of "8C*2#44992"
~~ pass : , C5*79
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/3BA9#7256B1#.wav" decoded to "3BA9##7256B1##" instead of "3BA9#7256B1#"
~~ pass : , B1301B45144C
~~ pass : , 09060722126*9
~~ pass : , *0B828475856
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/774092A85A2911C6*2.wav" decoded to "774092A85A29111C6*2" instead of "774092A85A2911C6*2"
~~ pass : , 57A28802A2C2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B379#3A0.wav" decoded to "B3379#3AA0" instead of "B379#3A0"
~~ pass : , 921C98#
~~ pass : , A85969#7BB7C#7*7B46
~~ pass : , 4CB81
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/2#C63*90483#.wav" decoded to "2*8*#" instead of "2#C63*90483#"
~~ pass : , 590C774*5A07*86
~~ pass : , A2C99BC
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/434C9806C9*A1CC34.wav" decoded to "434C9806C9*A1CC3" instead of "434C9806C9*A1CC34"
~~ pass : , 4BC*8035A5BA5C#A8B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/*909C5C#2.wav" decoded to "**909C5C#2" instead of "*909C5C#2"
~~ pass : , #C65C#90#B7B1B5
~~ pass : , 121*6B726A14C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B611*C73**782A61.wav" decoded to "B611*C73*7822A61" instead of "B611*C73**782A61"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/B4*8#4440384B#90#A.wav" decoded to "B4*8#4440384B#90#AA" instead of "B4*8#4440384B#90#A"
~~ pass : , 746596A0#7828*
~~ pass : , 62A53861
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/7605A7C56C9126.wav" decoded to "76057C56C9126" instead of "7605A7C56C9126"
~~ pass : , C36#B
~~ pass : , 3B9A8#80#5B9C7021
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/33C331A*35.wav" decoded to "33C331A**35" instead of "33C331A*35"
~~ pass : , 34500
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#8A90BB3*7*18C.wav" decoded to "#8A90BB3*7**18C" instead of "#8A90BB3*7*18C"
~~ pass : , 0970572B#8CA9
~~ pass : , 74*2B9362321*12
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#9A4B78#9.wav" decoded to "#9A4B78#" instead of "#9A4B78#9"
~~ pass : , 0A3C36#109540*
~~ pass : , 5C288531#77*360
~~ pass : , AC198BA3390B*C9**10
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/83416869.wav" decoded to "8346869" instead of "83416869"
~~ pass : , 1#304B6*8
~~ pass : , 3436*A245716468
~~ pass : , A92699*8C38093491
~~ pass : , 20CB7#3#45BC548815
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/37C6C4#1B4#8.wav" decoded to "376C4#11B4#8" instead of "37C6C4#1B4#8"
~~ pass : , 1C70#5B0C9C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/6CCB71436.wav" decoded to "6CCB1436" instead of "6CCB71436"
~~ pass : , 9C60B570344
~~ pass : , 1C5B57C#3A86
~~ pass : , 54A6B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/78A#01613.wav" decoded to "7A#01613" instead of "78A#01613"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/72C91*6C595B#9C.wav" decoded to "22C91*6C595B#9C" instead of "72C91*6C595B#9C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/7001#019951A1A.wav" decoded to "70001#019951A1" instead of "7001#019951A1A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/1#194*6A04705.wav" decoded to "1#194**6A04705" instead of "1#194*6A04705"
~~ pass : , 1A#58963399
~~ pass : , C882C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/100A#49690A41*.wav" decoded to "1000A#49690A41*" instead of "100A#49690A41*"
~~ pass : , B5*032161841
~~ pass : , B7*A8B87*B515
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/5#39336CC68710.wav" decoded to "5#39336CC687110" instead of "5#39336CC68710"
~~ pass : , B##284570
~~ pass : , 0317B
~~ pass : , 7*06036A493B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/76*858.wav" decoded to "76*88" instead of "76*858"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/9CC5457373#3C38.wav" decoded to "9CC5457373#3C3" instead of "9CC5457373#3C38"
~~ pass : , 5B*99A*90
~~ pass : , 2620B262#
~~ pass : , 4#676
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/#C8B5960C*.wav" decoded to "#C8B560C*" instead of "#C8B5960C*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/A3#*50C.wav" decoded to "AA3#*50C" instead of "A3#*50C"
~~ pass : , BA2#B18589B2*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/3#84B75262B86#0B.wav" decoded to "3#84B75262B86#00B" instead of "3#84B75262B86#0B"
~~ pass : , 95#24B24965C3C4235
~~ pass : , A9186
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/756A60C9366AAC0A27.wav" decoded to "756A60C936AA0A27" instead of "756A60C9366AAC0A27"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/99963#A9803*BA6.wav" decoded to "9963#A9803*BA6" instead of "99963#A9803*BA6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/6CA07B8109.wav" decoded to "6CA007B8109" instead of "6CA07B8109"
~~ pass : , 73#925032#4A
~~ pass : , B1903A64B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-10dBm to -3dBm/412A**2B40A24B.wav" decoded to "12A**2B40A24B" instead of "412A**2B40A24B"
